,year,country,sex_,fatal_(y/n)
1607,2005.0,NEW ZEALAND,M,N
1608,2005.0,SOLOMON ISLANDS,M,N
1609,2005.0,AUSTRALIA,M,N
1610,2005.0,USA,M,N
1611,2005.0,USA,M,N
1612,2005.0,USA,M,N
1613,2005.0,BRAZIL,M,N
1614,2005.0,CUBA,M,N
1615,2005.0,AUSTRALIA,M,N
1616,2005.0,AUSTRALIA,,N
1617,2005.0,NEW ZEALAND,M,N
1618,2004.0,SRI LANKA,F,
1619,2004.0,AUSTRALIA,M,Y
1620,2004.0,AUSTRALIA,M,Y
1621,2004.0,SOUTH AFRICA,M,N
1622,2004.0,SOUTH AFRICA,M,N
1623,2004.0,SOUTH AFRICA,F,Y
1624,2004.0,USA,lli,N
1625,2004.0,VANUATU,M,N
1626,2004.0,NEW CALEDONIA,,N
1627,2004.0,CUBA,M,N
1628,2004.0,NEW ZEALAND,,
1629,2004.0,SOUTH AFRICA,M,N
1630,2004.0,AUSTRALIA,M,N
1631,2004.0,USA,M,N
1632,2004.0,USA,M,N
1633,2004.0,SOUTH AFRICA,M,N
1634,2004.0,REUNION,M,N
1635,2004.0,USA,M,N
1636,2004.0,USA,M,N
1637,2004.0,AUSTRALIA,,N
1638,2004.0,USA,M,N
1639,2004.0,USA,M,
1640,2004.0,BRAZIL,,Y
1641,2004.0,USA,F,N
1642,2004.0,USA,F,N
1643,2004.0,BRAZIL,M,N
1644,2004.0,USA,M,N
1645,2004.0,USA,M,Y
1646,2004.0,USA,M,N
1647,2004.0,AUSTRALIA,M,N
1648,2004.0,SOUTH AFRICA,,N
1649,2004.0,USA,F,N
1650,2004.0,RUSSIA,M,N
1651,2004.0,USA,F,N
1652,2004.0,USA,F,N
1653,2004.0,USA,F,N
1654,2004.0,USA,M,N
1655,2004.0,AUSTRALIA,,N
1656,2004.0,JAPAN,M,N
1657,2004.0,AUSTRALIA,M,Y
1658,2004.0,EGYPT,F,N
1659,2004.0,USA,M,N
1660,2004.0,USA,M,N
1661,2004.0,AUSTRALIA,M,
1662,2004.0,USA,F,N
1663,2004.0,AUSTRALIA,M,N
1664,2004.0,USA,M,N
1665,2004.0,SOUTH AFRICA,M,Y
1666,2004.0,USA,M,N
1667,2004.0,BRAZIL,M,N
1668,2004.0,USA,M,N
1669,2004.0,USA,M,N
1670,2004.0,USA,M,
1671,2004.0,USA,F,N
1672,2004.0,BRAZIL,F,N
1673,2004.0,BAHAMAS,M,N
1674,2004.0,USA,M,N
1675,2004.0,BRAZIL,M,Y
1676,2004.0,AUSTRALIA,M,N
1677,2004.0,NEW ZEALAND,,N
1678,2004.0, TONGA,M,Y
1679,2004.0, TONGA,M,Y
1680,2004.0,USA,M,Y
1681,2004.0,SOUTH AFRICA,M,N
1682,2004.0,USA,F,
1683,2004.0,USA,M,N
1684,2004.0,USA,M,N
1685,2004.0,BRAZIL,M,N
1686,2004.0,USA,M,N
1687,2004.0,REUNION,M,N
1688,2004.0,USA,M,N
1689,2004.0,USA,F,N
1690,2004.0,NEW ZEALAND,M,N
1691,2004.0,USA,M,N
1692,2004.0,AUSTRALIA,M,N
1693,2004.0,BRAZIL,M,Y
1694,2004.0,NEW ZEALAND,M,N
1695,2004.0,AUSTRALIA,M,N
1696,2004.0,AUSTRALIA,M,
1697,2004.0,EGYPT,M,Y
1698,2004.0,AUSTRALIA,M,N
1699,2004.0,AUSTRALIA,M,N
1700,2004.0,URUGUAY,M,N
1701,2004.0,NEW ZEALAND,M,
1702,2004.0,VENEZUELA,M,N
1703,2004.0,VENEZUELA,M,N
1704,2004.0,SOUTH AFRICA,M,N
1705,2004.0,AUSTRALIA,M,N
1706,2004.0,SOUTH AFRICA,M,N
1707,2004.0,NEW ZEALAND,M,
1708,2004.0,EGYPT,,Y
1709,2004.0,AUSTRALIA,M,N
1710,2003.0,SOUTH AFRICA,,N
1711,2003.0,USA,M,
1712,2003.0,USA,M,N
1713,2003.0,NEW ZEALAND,M,Y
1714,2003.0,AUSTRALIA,M,N
1715,2003.0,AUSTRALIA,M,N
1716,2003.0,AUSTRALIA,M,N
1717,2003.0,SOUTH AFRICA,M,Y
1718,2003.0,USA,F,N
1719,2003.0,INDIA,M,N
1720,2003.0,USA,M,N
1721,2003.0,EGYPT,M,N
1722,2003.0,SOUTH AFRICA,,N
1723,2003.0,AUSTRALIA,M,N
1724,2003.0,PANAMA,M,N
1725,2003.0,USA,M,N
1726,2003.0,AUSTRALIA,M,N
1727,2003.0,USA,F,N
1728,2003.0,USA,M,N
1729,2003.0,USA,M,
1730,2003.0,USA,M,N
1731,2003.0,USA,M,Y
1732,2003.0,USA,F,N
1733,2003.0,USA,M,N
1734,2003.0,USA,M,N
1735,2003.0,USA,M,N
1736,2003.0,USA,F,N
1737,2003.0,FIJI,M,Y
1738,2003.0,USA,M,N
1739,2003.0,USA,M,N
1740,2003.0,USA,M,N
1741,2003.0,USA,M,N
1742,2003.0,USA,M,N
1743,2003.0,SOUTH AFRICA,,N
1744,2003.0,USA,F,
1745,2003.0,USA,M,N
1746,2003.0,USA,M,N
1747,2003.0,SOUTH AFRICA,M,Y
1748,2003.0,USA,M,N
1749,2003.0,USA,M,N
1750,2003.0,USA,F,Y
1751,2003.0,USA,M,
1752,2003.0,SOUTH AFRICA,M,N
1753,2003.0,AUSTRALIA,M,N
1754,2003.0,USA,M,N
1755,2003.0,USA,F,N
1756,2003.0,BAHAMAS,M,N
1757,2003.0,USA,M,N
1758,2003.0,USA,M,N
1759,2003.0,BAHAMAS,M,N
1760,2003.0,USA,M,N
1761,2003.0,FRENCH POLYNESIA,M,N
1762,2003.0,NEW ZEALAND,M,N
1763,2003.0,USA,M,N
1764,2003.0,USA,M,N
1765,2003.0,BRAZIL,M,Y
1766,2003.0,USA,F,N
1767,2003.0,USA,M,N
1768,2003.0,USA,M,N
1769,2003.0,USA,M,N
1770,2003.0,USA,,N
1771,2003.0,USA,F,
1772,2003.0,USA,M,N
1773,2003.0,USA,M,N
1774,2003.0,USA,M,N
1775,2003.0,USA,M,N
1776,2003.0,USA,F,N
1777,2003.0,PHILIPPINES,,N
1778,2003.0,BRAZIL,M,N
1779,2003.0,BRAZIL,M,N
1780,2003.0,BRAZIL,M,N
1781,2003.0,BRAZIL,M,N
1782,2003.0,USA,M,N
1783,2003.0,USA,M,N
1784,2003.0,USA,M,N
1785,2003.0,USA,M,N
1786,2003.0,USA,M,N
1787,2003.0,USA,M,N
1788,2003.0,USA,M,N
1789,2003.0,USA,M,N
1790,2003.0,VENEZUELA,M,N
1791,2003.0,USA,M,N
1792,2003.0,USA,M,N
1793,2003.0,USA,F,N
1794,2003.0,NEW ZEALAND,M,N
1795,2003.0,AUSTRALIA,M,N
1796,2003.0,USA,M,N
1797,2003.0,AUSTRALIA,M,N
1798,2003.0,AUSTRALIA,M,Y
1799,2003.0,SOUTH AFRICA,M,
1800,2003.0,COSTA RICA,M,N
1801,2003.0,AUSTRALIA,F,N
1802,2002.0,AUSTRALIA,F,N
1803,2002.0,SOUTH AFRICA,M,N
1804,2002.0,AUSTRALIA,M,N
1805,2002.0,AUSTRALIA,M,
1806,2002.0,AUSTRALIA,M,Y
1807,2002.0,BRAZIL,M,Y
1808,2002.0,MICRONESIA,M,N
1809,2002.0,USA,M,N
1810,2002.0,USA,F,N
1811,2002.0,TURKS & CAICOS,F,N
1812,2002.0,USA,M,N
1813,2002.0,USA,M,N
1814,2002.0,FRENCH POLYNESIA,M,N
1815,2002.0,USA,F,N
1816,2002.0,BRAZIL,M,Y
1817,2002.0,USA,M,N
1818,2002.0,USA,M,N
1819,2002.0,USA,M,N
1820,2002.0,USA,M,N
1821,2002.0,USA,M,N
1822,2002.0,USA,M,N
1823,2002.0,USA,M,N
1824,2002.0,USA,M,N
1825,2002.0,TONGA,M,N
1826,2002.0,USA,M,N
1827,2002.0,USA,M,N
1828,2002.0,BRAZIL,M,N
1829,2002.0,USA,,N
1830,2002.0,SOUTH AFRICA,M,N
1831,2002.0,USA,M,N
1832,2002.0,USA,M,N
1833,2002.0,USA,M,N
1834,2002.0,USA,F,N
1835,2002.0,USA,M,N
1836,2002.0,USA,M,N
1837,2002.0,USA,M,N
1838,2002.0,UNITED KINGDOM,M,N
1839,2002.0,USA,M,N
1840,2002.0,USA,M,N
1841,2002.0,USA,F,N
1842,2002.0,USA,M,N
1843,2002.0,USA,M,Y
1844,2002.0,BRAZIL,M,N
1845,2002.0,USA,F,N
1846,2002.0,AUSTRALIA,M,N
1847,2002.0,USA,F,N
1848,2002.0,INDONESIA,,
1849,2002.0,PAPUA NEW GUINEA,,N
1850,2002.0,PAPUA NEW GUINEA,,Y
1851,2002.0,USA,,N
1852,2002.0,USA,M,N
1853,2002.0,USA,M,N
1854,2002.0,USA,M,N
1855,2002.0,SOUTH AFRICA,M,N
1856,2002.0,USA,M,N
1857,2002.0,USA,M,N
1858,2002.0,USA,M,N
1859,2002.0,USA,M,N
1860,2002.0,COSTA RICA,M,N
1861,2002.0,PAPUA NEW GUINEA,M,N
1862,2002.0,USA,M,N
1863,2002.0,BRAZIL,M,N
1864,2002.0,AUSTRALIA,M,N
1865,2002.0,AUSTRALIA,M,Y
1866,2002.0,AUSTRALIA,M,
1867,2002.0,USA,M,N
1868,2002.0,USA,M,N
1869,2002.0,AUSTRALIA,M,N
1870,2002.0,BAHAMAS,M,N
1871,2002.0,USA,M,N
1872,2002.0,USA,M,N
1873,2002.0,USA,M,N
1874,2002.0,USA,F,N
1875,2002.0,BRAZIL,M,Y
1876,2002.0,USA,M,N
1877,2002.0,USA,M,N
1878,2002.0,USA,M,N
1879,2002.0,NEW CALEDONIA,M,
1880,2002.0,TURKS & CAICOS,M,Y
1881,2002.0,AUSTRALIA,M,N
1882,2002.0,FIJI,M,Y
1883,2002.0,AUSTRALIA,M,N
1884,2002.0,AUSTRALIA,M,N
1885,2002.0,AUSTRALIA,M,N
1886,2002.0,SOUTH AFRICA,M,N
1887,2002.0,BRAZIL,,Y
1888,2002.0,SOUTH AFRICA,M,N
1889,2002.0,USA,M,N
1890,2001.0,AUSTRALIA,M,N
1891,2001.0,AUSTRALIA,M,N
1892,2001.0,USA,,N
1893,2001.0,AUSTRALIA,M,
1894,2001.0,SOUTH AFRICA,M,N
1895,2001.0,AUSTRALIA,F,N
1896,2001.0,MEXICO,M,N
1897,2001.0,AUSTRALIA,M,N
1898,2001.0,USA,M,N
1899,2001.0,USA,M,N
1900,2001.0,USA,M,Y
1901,2001.0,USA,M,N
1902,2001.0,USA,M,N
1903,2001.0,UNITED KINGDOM,M,N
1904,2001.0,USA,M,N
1905,2001.0,USA,M,N
1906,2001.0,USA,F,N
1907,2001.0,USA,M,Y
1908,2001.0,USA,F,N
1909,2001.0,USA,M,N
1910,2001.0,USA,M,Y
1911,2001.0,BAHAMAS,M,N
1912,2001.0,USA,F,N
1913,2001.0,USA,M,N
1914,2001.0,USA,M,N
1915,2001.0,USA,M,N
1916,2001.0,USA,M,N
1917,2001.0,USA,M,N
1918,2001.0,USA,M,N
1919,2001.0,USA,F,N
1920,2001.0,USA,F,N
1921,2001.0,USA,M,N
1922,2001.0,USA,M,N
1923,2001.0,USA,M,N
1924,2001.0,BAHAMAS,M,N
1925,2001.0,THAILAND,M,N
1926,2001.0,USA,F,N
1927,2001.0,BAHAMAS,M,N
1928,2001.0,ITALY,,N
1929,2001.0,USA,F,N
1930,2001.0,USA,M,N
1931,2001.0,USA,F,N
1932,2001.0,USA,,N
1933,2001.0,USA,M,N
1934,2001.0,USA,M,N
1935,2001.0,MEXICO,M,N
1936,2001.0,USA,M,N
1937,2001.0,USA,,N
1938,2001.0,USA,M,N
1939,2001.0,USA,M,N
1940,2001.0,USA,M,N
1941,2001.0,AUSTRALIA,M,
1942,2001.0,USA,F,N
1943,2001.0,USA,M,N
1944,2001.0,USA,M,N
1945,2001.0,USA,M,N
1946,2001.0,PHILIPPINES,M,N
1947,2001.0,MADAGASCAR,M,
1948,2001.0,SOUTH AFRICA,M,N
1949,2001.0,AUSTRALIA,M,N
1950,2001.0,USA,M,N
1951,2001.0,FIJI,M,Y
1952,2001.0,USA,M,N
1953,2001.0,USA,M,N
1954,2001.0,USA,M,N
1955,2001.0,USA,M,N
1956,2001.0,USA,M,N
1957,2001.0,USA,M,N
1958,2001.0,USA,M,N
1959,2001.0,USA,M,N
1960,2001.0,USA,M,N
1961,2001.0,USA,M,N
1962,2001.0,USA,M,N
1963,2001.0,USA,,N
1964,2001.0,SOUTH AFRICA,M,N
1965,2001.0,AUSTRALIA,M,N
1966,2001.0,USA,M,N
1967,2001.0,BRAZIL,F,N
1968,2001.0,AUSTRALIA,M,N
1969,2001.0,USA,M,N
1970,2001.0,USA,M,N
1971,2001.0,BRAZIL,M,
1972,2001.0,BRAZIL,M,Y
1973,2001.0,CARIBBEAN SEA,,Y
1974,2001.0,AUSTRALIA,,N
1975,2001.0,MALAYSIA,F,
1976,2001.0,AUSTRALIA,M,N
1977,2001.0,AUSTRALIA,M,N
1978,2001.0,CUBA,F,N
1979,2001.0,AUSTRALIA,,N
1980,2001.0,USA,M,N
1981,2001.0,NEW ZEALAND,M,N
1982,2000.0,AUSTRALIA,M,N
1983,2000.0,FIJI,M,Y
1984,2000.0,AUSTRALIA,,N
1985,2000.0,CANADA,M,N
1986,2000.0,AUSTRALIA,M,N
1987,2000.0,NEW ZEALAND,F,Y
1988,2000.0,AUSTRALIA,M,N
1989,2000.0,AUSTRALIA,M,
1990,2000.0,USA,M,N
1991,2000.0,USA,F,
1992,2000.0,AUSTRALIA,M,N
1993,2000.0,AUSTRALIA,M,Y
1994,2000.0,USA,M,N
1995,2000.0,AUSTRALIA,,N
1996,2000.0,USA,M,N
1997,2000.0,USA,F,N
1998,2000.0,USA,M,N
1999,2000.0,USA,M,N
2000,2000.0,USA,M,N
2001,2000.0,USA,M,N
2002,2000.0,USA,M,N
2003,2000.0,USA,M,N
2004,2000.0,AUSTRALIA,M,Y
2005,2000.0,AUSTRALIA,M,Y
2006,2000.0,AUSTRALIA,M,N
2007,2000.0,OKINAWA,M,Y
2008,2000.0,USA,,N
2009,2000.0,USA,M,N
2010,2000.0,USA,F,N
2011,2000.0,USA,M,N
2012,2000.0,USA,M,N
2013,2000.0,SOUTH AFRICA,M,N
2014,2000.0,TANZANIA,M,Y
2015,2000.0,USA,M,N
2016,2000.0,REUNION,M,N
2017,2000.0,TANZANIA,,Y
2018,2000.0,USA,M,N
2019,2000.0,USA,M,Y
2020,2000.0,USA,M,N
2021,2000.0,USA,M,N
2022,2000.0,USA,M,N
2023,2000.0,USA,M,N
2024,2000.0,USA,F,N
2025,2000.0,USA,M,
2026,2000.0,USA,M,
2027,2000.0,TANZANIA,,Y
2028,2000.0,USA,M,N
2029,2000.0,USA,F,N
2030,2000.0,USA,M,N
2031,2000.0,USA,M,N
2032,2000.0,SOUTH AFRICA,M,N
2033,2000.0,SOUTH AFRICA,M,N
2034,2000.0,SOUTH AFRICA,M,N
2035,2000.0, TONGA,M,N
2036,2000.0,USA,M,N
2037,2000.0,USA,M,N
2038,2000.0,USA,M,N
2039,2000.0,USA,F,N
2040,2000.0,USA,F,N
2041,2000.0,USA,F,N
2042,2000.0,USA,F,N
2043,2000.0,USA,F,N
2044,2000.0,TANZANIA,,Y
2045,2000.0,PAPUA NEW GUINEA,M,Y
2046,2000.0,NEW ZEALAND,M,N
2047,2000.0,USA,M,N
2048,2000.0,USA,,N
2049,2000.0,USA,M,N
2050,2000.0,USA,M,N
2051,2000.0,USA,M,N
2052,2000.0,USA,M,N
2053,2000.0,TANZANIA,M,Y
2054,2000.0,NEW CALEDONIA,,Y
2055,2000.0,AUSTRALIA,,
2056,2000.0,PAPUA NEW GUINEA,M,N
2057,2000.0,PAPUA NEW GUINEA,M,Y
2058,2000.0,USA,M,N
2059,2000.0,USA,M,N
2060,2000.0,USA,M,N
2061,2000.0,AUSTRALIA,M,N
2062,2000.0,USA,F,N
2063,2000.0,USA,M,N
2064,2000.0,NEW CALEDONIA,M,Y
2065,2000.0,AUSTRALIA,M,N
2066,2000.0,AUSTRALIA,,N
2067,2000.0,AUSTRALIA,,N
2068,2000.0,NEW ZEALAND,M,
2069,2000.0,AUSTRALIA,M,N
2070,2000.0,USA,M,N
2071,2000.0,USA,M,N
2072,2000.0,SOUTH AFRICA,M,N
2073,2000.0,ENGLAND,M,N
2074,2000.0,NEW ZEALAND,M,N
2075,2000.0,AUSTRALIA,M,N
2076,2000.0,REUNION,M,Y
2077,2000.0,THAILAND,M,Y
2078,2000.0,USA,M,N
2079,1999.0,NEW ZEALAND,M,N
2080,1999.0,NEW ZEALAND,F,N
2081,1999.0,NEW ZEALAND,F,N
2082,1999.0,BRAZIL,M,N
2083,1999.0,USA,M,
2084,1999.0,BRAZIL,M,N
2085,1999.0,USA,M,N
2086,1999.0,USA,M,N
2087,1999.0,USA,F,N
2088,1999.0,USA,M,N
2089,1999.0,SOUTH AFRICA,M,N
2090,1999.0,BRAZIL,M,N
2091,1999.0,MARSHALL ISLANDS,M,N
2092,1999.0,MARSHALL ISLANDS,M,N
2093,1999.0,USA,M,N
2094,1999.0,USA,M,N
2095,1999.0,USA,M,N
2096,1999.0,USA,M,N
2097,1999.0,USA,M,N
2098,1999.0,ITALY,,N
2099,1999.0,USA,M,N
2100,1999.0,USA,F,N
2101,1999.0,USA,F,N
2102,1999.0,USA,M,N
2103,1999.0,USA,M,N
2104,1999.0,USA,M,N
2105,1999.0,USA,M,N
2106,1999.0,USA,M,N
2107,1999.0,MARSHALL ISLANDS,M,N
2108,1999.0,USA,M,N
2109,1999.0,USA,M,N
2110,1999.0,USA,M,N
2111,1999.0,BAHAMAS,M,N
2112,1999.0,SOUTH AFRICA,M,N
2113,1999.0,USA,M,N
2114,1999.0,USA,M,N
2115,1999.0,SOUTH AFRICA,M,Y
2116,1999.0,USA,M,N
2117,1999.0,USA,F,N
2118,1999.0,SOUTH AFRICA,M,N
2119,1999.0,USA,M,N
2120,1999.0,USA,M,N
2121,1999.0,USA,M,N
2122,1999.0,USA,M,N
2123,1999.0,AUSTRALIA,M,Y
2124,1999.0,BRAZIL,M,N
2125,1999.0,MAURITIUS,F,N
2126,1999.0,REUNION,M,Y
2127,1999.0,USA,M,N
2128,1999.0,NEW ZEALAND,M,N
2129,1999.0,BRAZIL,M,N
2130,1999.0,USA,F,Y
2131,1999.0,NEW CALEDONIA,M,N
2132,1999.0,NEW ZEALAND,M,N
2133,1999.0,USA,M,N
2134,1999.0,USA,F,N
2135,1999.0,USA,,N
2136,1999.0,AUSTRALIA,M,N
2137,1999.0,USA,M,N
2138,1999.0,MAURITIUS,M,N
2139,1999.0,SOUTH AFRICA,M,N
2140,1999.0,NEW ZEALAND,,N
2141,1999.0,AUSTRALIA,F,
2142,1999.0,REUNION,,Y
2143,1999.0,SOUTH AFRICA,M,N
2144,1999.0,USA,M,
2145,1998.0,USA,M,N
2146,1998.0,AUSTRALIA,F,N
2147,1998.0,SOUTH AFRICA,M,N
2148,1998.0,SOUTH AFRICA,M,N
2149,1998.0,AUSTRALIA,F,N
2150,1998.0,USA,M,Y
2151,1998.0,USA,M,N
2152,1998.0,USA,M,N
2153,1998.0,USA,M,N
2154,1998.0,JAPAN,M,N
2155,1998.0,BRAZIL,M,Y
2156,1998.0,USA,F,N
2157,1998.0,SOUTH AFRICA,M,N
2158,1998.0,USA,M,N
2159,1998.0,BRAZIL,M,N
2160,1998.0,REUNION,,N
2161,1998.0,USA,M,N
2162,1998.0,USA,M,N
2163,1998.0,USA,M,N
2164,1998.0,SOUTH AFRICA,M,N
2165,1998.0,USA,M,N
2166,1998.0,SENEGAL,M,N
2167,1998.0,USA,M,N
2168,1998.0,ITALY,,
2169,1998.0,USA,M,N
2170,1998.0,USA,M,N
2171,1998.0,BAHAMAS,M,N
2172,1998.0,USA,M,N
2173,1998.0,SOUTH AFRICA,M,N
2174,1998.0,SOUTH AFRICA,M,N
2175,1998.0,SOUTH AFRICA,M,N
2176,1998.0,BRAZIL,M,N
2177,1998.0,USA,M,N
2178,1998.0,SOUTH AFRICA,M,N
2179,1998.0,SOUTH AFRICA,M,N
2180,1998.0,SOUTH AFRICA,M,N
2181,1998.0,AUSTRALIA,M,Y
2182,1998.0,SOUTH AFRICA,M,Y
2183,1998.0,USA,M,N
2184,1998.0,SOUTH AFRICA,M,N
2185,1998.0,SOUTH AFRICA,M,N
2186,1998.0,SOUTH AFRICA,M,N
2187,1998.0,SOUTH AFRICA,M,N
2188,1998.0,USA,M,N
2189,1998.0,USA,F,N
2190,1998.0,USA,M,N
2191,1998.0,SOUTH AFRICA,M,N
2192,1998.0,MOZAMBIQUE,F,Y
2193,1998.0,USA,M,N
2194,1998.0,USA,M,N
2195,1998.0,BRAZIL,M,Y
2196,1998.0,NEW CALEDONIA,,N
2197,1998.0,USA,M,N
2198,1998.0,SOUTH AFRICA,M,N
2199,1998.0,USA,M,N
2200,1998.0,USA,M,N
2201,1998.0,AUSTRALIA,M,
2202,1998.0,NEW CALEDONIA,M,N
2203,1998.0,REUNION,M,Y
2204,1998.0,SOUTH AFRICA,M,N
2205,1998.0,AUSTRALIA,M,N
2206,1998.0,MOZAMBIQUE,M,N
2207,1998.0,SOUTH AFRICA,M,Y
2208,1998.0,REUNION,,Y
2209,1998.0,USA,M,N
2210,1997.0,SOUTH AFRICA,M,Y
2211,1997.0,SOUTH AFRICA,M,N
2212,1997.0,USA,F,
2213,1997.0,USA,M,N
2214,1997.0,AUSTRALIA,M,N
2215,1997.0,USA,M,N
2216,1997.0,AUSTRALIA,M,
2217,1997.0,AUSTRALIA,M,N
2218,1997.0,USA,M,N
2219,1997.0,USA,M,N
2220,1997.0,USA,M,N
2221,1997.0,SOUTH AFRICA,,N
2222,1997.0,USA,F,N
2223,1997.0,BRAZIL,M,Y
2224,1997.0,USA,M,N
2225,1997.0,USA,,N
2226,1997.0,USA,M,N
2227,1997.0,USA,M,N
2228,1997.0,USA,M,N
2229,1997.0,USA,M,N
2230,1997.0,MEXICO,M,
2231,1997.0,MEXICO,M,Y
2232,1997.0,USA,F,N
2233,1997.0,EGYPT,M,N
2234,1997.0,EGYPT,M,Y
2235,1997.0,USA,M,N
2236,1997.0,USA,M,N
2237,1997.0,USA,F,N
2238,1997.0,USA,M,N
2239,1997.0,USA,M,N
2240,1997.0,USA,M,N
2241,1997.0,AUSTRALIA,M,N
2242,1997.0,SOUTH AFRICA,M,Y
2243,1997.0,BRAZIL,M,N
2244,1997.0,USA,M,N
2245,1997.0,OKINAWA,M,Y
2246,1997.0,BRAZIL,,N
2247,1997.0,USA,M,N
2248,1997.0,FIJI,F,N
2249,1997.0,USA,M,N
2250,1997.0,BRAZIL,M,UNKNOWN
2251,1997.0,USA,M,N
2252,1997.0,USA,M,N
2253,1997.0,USA,M,N
2254,1997.0,USA,M,N
2255,1997.0,BAHAMAS,M,N
2256,1997.0,BAHAMAS,M,N
2257,1997.0,BRAZIL,M,N
2258,1997.0,AUSTRALIA,F,N
2259,1997.0,AUSTRALIA,M,N
2260,1997.0,USA,M,UNKNOWN
2261,1997.0,REUNION,M,N
2262,1997.0,AUSTRALIA,F,N
2263,1997.0,AUSTRALIA,M,N
2264,1997.0,AUSTRALIA,M,Y
2265,1997.0,REUNION,M,Y
2266,1997.0,AUSTRALIA,,N
2267,1996.0,AUSTRALIA,M,UNKNOWN
2268,1996.0,SOUTH AFRICA,M,N
2269,1996.0,NEW CALEDONIA,M,Y
2270,1996.0,NEW CALEDONIA,F,N
2271,1996.0,USA,M,N
2272,1996.0,USA,M,N
2273,1996.0,BRAZIL,,N
2274,1996.0,BRAZIL,M,N
2275,1996.0,OKINAWA,M,Y
2276,1996.0,USA,M,N
2277,1996.0,USA,M,N
2278,1996.0,USA,M,N
2279,1996.0,BRAZIL,,N
2280,1996.0,USA,M,N
2281,1996.0,NEW ZEALAND,M,N
2282,1996.0,USA,M,N
2283,1996.0,USA,M,N
2284,1996.0,USA,M,N
2285,1996.0,USA,F,
2286,1996.0,SOUTH AFRICA,M,N
2287,1996.0,USA,M,N
2288,1996.0,USA,M,N
2289,1996.0,USA,M,N
2290,1996.0,USA,F,N
2291,1996.0,OKINAWA,M,Y
2292,1996.0,EGYPT / ISRAEL,M,N
2293,1996.0,USA,M,N
2294,1996.0,USA,M,N
2295,1996.0,USA,,UNKNOWN
2296,1996.0,USA,M,N
2297,1996.0,USA,F,N
2298,1996.0,BAHAMAS,M,N
2299,1996.0,USA,F,N
2300,1996.0,AUSTRALIA,M,N
2301,1996.0,SOUTH AFRICA,M,N
2302,1996.0,SOUTH AFRICA,M,N
2303,1996.0,AUSTRALIA,M,Y
2304,1996.0,USA,M,N
2305,1996.0,SOUTH KOREA,M,Y
2306,1996.0,USA,M,N
2307,1996.0,USA,M,UNKNOWN
2308,1996.0,AUSTRALIA,M,N
2309,1996.0,AUSTRALIA,F,N
2310,1996.0,BRAZIL,M,Y
2311,1996.0,AUSTRALIA,F,N
2312,1996.0,AUSTRALIA,M,N
2313,1996.0,AUSTRALIA,M,N
2314,1996.0,USA,F,N
2315,1996.0,PAPUA NEW GUINEA,M,Y
2316,1996.0,PAPUA NEW GUINEA,,N
2317,1996.0,PAPUA NEW GUINEA,,Y
2318,1996.0,DOMINICAN REPUBLIC,,Y
2319,1996.0,AUSTRALIA,M,N
2320,1996.0,USA,M,N
2321,1996.0,AUSTRALIA,F,N
2322,1996.0,USA,M,N
2323,1996.0,AUSTRALIA,,UNKNOWN
2324,1996.0,AUSTRALIA,,N
2325,1996.0,REUNION,M,Y
2326,1996.0,FIJI,M,Y
2327,1996.0,USA,M,N
2328,1995.0,USA,M,UNKNOWN
2329,1995.0,NEW ZEALAND,M,N
2330,1995.0,USA,M,
2331,1995.0,NORTHERN ARABIAN SEA,M,N
2332,1995.0,AUSTRALIA,M,N
2333,1995.0,USA,M,N
2334,1995.0,USA,M,N
2335,1995.0,AUSTRALIA,F,N
2336,1995.0,USA,M,N
2337,1995.0,USA,M,N
2338,1995.0,USA,M,N
2339,1995.0,USA,M,N
2340,1995.0,USA,M,N
2341,1995.0,USA,F,N
2342,1995.0,REUNION,M,Y
2343,1995.0,USA,M,Y
2344,1995.0,AUSTRALIA,M,Y
2345,1995.0,USA,M,N
2346,1995.0,USA,M,
2347,1995.0,USA,M,N
2348,1995.0,USA,M,N
2349,1995.0,BRAZIL,M,N
2350,1995.0,USA,M,N
2351,1995.0,USA,M,N
2352,1995.0,USA,M,N
2353,1995.0,USA,M,N
2354,1995.0,USA,M,N
2355,1995.0,USA,,N
2356,1995.0,TONGA,M,N
2357,1995.0,USA,M,N
2358,1995.0,USA,M,
2359,1995.0,USA,M,N
2360,1995.0,USA,F,N
2361,1995.0,USA,M,N
2362,1995.0,TONGA,M,
2363,1995.0,USA,M,
2364,1995.0,USA,M,N
2365,1995.0,USA,M,N
2366,1995.0,USA,M,N
2367,1995.0,USA,M,N
2368,1995.0,USA,M,N
2369,1995.0,USA,F,N
2370,1995.0,USA,M,N
2371,1995.0,BRAZIL,M,Y
2372,1984.0,SOUTH AFRICA,M,N
2373,1995.0,USA,M,N
2374,1995.0,USA,F,N
2375,1995.0,USA,M,N
2376,1995.0,USA,M,N
2377,1995.0,USA,F,N
2378,1995.0,USA,M,N
2379,1995.0,USA,M,N
2380,1995.0,USA,M,N
2381,1995.0,USA,F,N
2382,1995.0,USA,M,N
2383,1995.0,HONG KONG,F,Y
2384,1995.0,HONG KONG,M,Y
2385,1995.0,HONG KONG,,Y
2386,1995.0,USA,M,N
2387,1995.0,FIJI,M,Y
2388,1995.0,AUSTRALIA,,UNKNOWN
2389,1995.0,SOUTH KOREA,F,Y
2390,1995.0,USA,M,
2391,1995.0,USA,M,N
